1	20.184414	26.58514	1	0
2	30.097385	15.871879	1	0
3	22.927107	22.102173	1	0
4	25.414612	21.900032	1	0
5	23.633875	24.411055	1	0
6	25.136703	25.828688	1	0
7	25.692028	24.994968	1	0
8	18.773722	18.056154	1	0
9	32.666027	17.860744	1	0
10	27.995579	25.7777		1	0
11	22.832441	32.043167	1	0
12	26.149607	25.653231	1	0
13	28.266533	15.817704	1	0
14	15.843789	21.09202	1	0
15	26.680677	24.485109	1	0
16	21.809771	28.120232	1	0
17	27.575136	21.206385	1	0
18	23.332533	26.394869	1	0
19	18.434429	20.288954	1	0
20	27.539431	19.750925	1	0
21	28.609322	24.41711	1	0
22	21.949224	19.734999	1	0
23	28.227079	31.800205	1	0
24	27.622126	26.697689	1	0
25	20.178259	23.086834	1	0
26	22.405251	53.328083	1	0
27	33.264324	57.511379	1	0
28	16.415001	55.131866	1	0
29	18.362396	55.36393	1	0
30	28.260096	56.312752	1	0
31	34.278004	56.08675	1	0
32	31.958731	57.782608	1	0
33	33.510506	65.820587	1	0
34	21.660995	50.177132	1	0
35	25.934814	60.282223	1	0
36	24.934959	57.748623	1	0
37	32.586254	52.482162	1	0
38	24.64946	56.30619	1	0
39	20.012835	55.762684	1	0
40	30.526981	49.369995	1	0
41	22.63665	49.174049	1	0
42	22.278959	53.083168	1	0
43	25.263981	51.83815	1	0
44	29.104586	61.301819	1	0
45	30.066595	54.767151	1	0
46	20.309481	56.773075	1	0
47	24.61599	53.036892	1	0
48	23.248655	49.874367	1	0
49	15.988464	60.642548	1	0
50	24.97019	50.12085	1	0
51	56.789135	31.197411	1	0
52	49.710007	29.6675		1	0
53	50.706985	23.250854	1	0
54	52.3624		32.43401	1	0
55	55.179386	27.016819	1	0
56	58.516628	27.253614	1	0
57	51.430721	20.080561	1	0
58	49.738976	23.994301	1	0
59	57.176556	16.628525	1	0
60	62.695454	15.79764	1	0
61	48.669865	30.643394	1	0
62	51.242512	22.268835	1	0
63	58.453354	21.657475	1	0
64	55.241371	18.235989	1	0
65	52.826466	28.560921	1	0
66	61.798534	30.615864	1	0
67	62.941521	23.897285	1	0
68	50.487621	17.486969	1	0
69	58.812531	25.625259	1	0
70	53.900669	23.729654	1	0
71	46.301868	26.27396	1	0
72	51.736134	27.086096	1	0
73	55.246117	24.23843	1	0
74	53.272984	26.427595	1	0
75	58.651115	17.67942	1	0
76	52.216557	55.057377	1	0
77	55.379585	49.186768	1	0
78	60.684059	57.28978	1	0
79	58.537415	50.775246	1	0
80	58.273846	58.714645	1	0
81	51.376129	53.947823	1	0
82	53.065212	60.383812	1	0
83	54.708614	53.171719	1	0
84	48.899227	55.707447	1	0
85	60.214737	55.764805	1	0
86	57.786072	52.325722	1	0
87	55.650143	62.067944	1	0
88	48.77383	63.392796	1	0
89	46.856956	59.244396	1	0
90	54.212406	51.384995	1	0
91	58.413567	57.899632	1	0
92	47.598595	57.893288	1	0
93	48.295135	52.531658	1	0
94	50.722168	57.659313	1	0
95	56.72213	56.998253	1	0
96	62.592407	51.851254	1	0
97	56.196465	54.365746	1	0
98	58.741627	55.369457	1	0
99	56.398579	52.851871	1	0
100	51.768795	57.942875	1	0
101	55.02261	43.776085	0	1
102	42.465546	41.659859	0	1
103	38.232533	45.533073	0	1
104	48.261822	41.154327	0	1
105	38.722504	43.924721	0	1
106	33.457451	39.452778	0	1
107	54.412674	40.040798	0	1
108	35.603718	42.492992	0	1
109	30.221685	39.739517	0	1
110	40.472336	36.333759	0	1
111	63.159927	40.090725	0	1
112	42.981064	41.811348	0	1
113	56.222664	39.726864	0	1
114	53.239799	37.26646	0	1
115	22.254549	42.949646	0	1
116	40.183872	38.632771	0	1
117	22.619608	39.300129	0	1
118	49.475605	36.073284	0	1
119	40.049198	44.085255	0	1
120	35.010868	37.411938	0	1
121	34.877579	40.576385	0	1
122	44.39883	40.37746	0	1
123	30.690617	39.331066	0	1
124	27.815552	36.331924	0	1
125	32.979813	38.883778	0	1
126	32.496872	41.394817	0	1
127	49.67857	44.108917	0	1
128	27.188358	42.685658	0	1
129	45.461212	40.689514	0	1
130	63.960258	38.220749	0	1
131	55.992401	41.771854	0	1
132	58.362869	48.397572	0	1
133	57.82201	37.400925	0	1
134	54.084503	41.018826	0	1
135	55.485184	45.638031	0	1
136	18.567692	38.743214	0	1
137	39.384041	45.222298	0	1
138	47.332817	36.979839	0	1
139	31.740101	41.848118	0	1
140	32.350536	41.862545	0	1
141	51.388718	38.957867	0	1
142	37.512398	44.932369	0	1
143	19.894711	37.303757	0	1
144	60.247936	44.985691	0	1
145	45.975163	39.994926	0	1
146	37.351257	41.719723	0	1
147	34.593399	38.825714	0	1
148	38.420887	34.347477	0	1
149	55.835007	40.338104	0	1
150	48.274708	41.064728	0	1
151	47.043755	52.268024	0	1
152	36.71994	44.675282	0	1
153	35.829216	45.311657	0	1
154	41.631516	42.551853	0	1
155	37.34528	41.319393	0	1
156	39.055023	63.078331	0	1
157	36.757652	39.698444	0	1
158	42.10928	50.081524	0	1
159	44.394096	38.882214	0	1
160	40.230492	34.699829	0	1
161	36.43969	39.537121	0	1
162	36.74052	43.482475	0	1
163	42.18306	27.268005	0	1
164	41.878819	32.145958	0	1
165	35.115799	24.564466	0	1
166	44.752438	51.134155	0	1
167	46.409679	65.891068	0	1
168	38.802044	42.621407	0	1
169	40.86433	51.849651	0	1
170	42.926182	43.347168	0	1
171	45.020645	40.776955	0	1
172	43.452911	20.219978	0	1
