1	-0.176751	-0.030235	0.682286	-1.136488	1	0
2	-0.536119	0.088056	1.895424	-1.202662	1	0
3	0.354958	1.202557	4.115023	1.417431	1	0
4	-0.581909	0.464713	2.429974	0.641008	1	0
5	-0.030325	0.149749	2.280454	0.350383	1	0
6	0.154468	-0.073807	3.226701	-0.29846	1	0
7	-1.558304	2.812919	1.662143	0.495254	1	0
8	0.183639	-0.176315	2.078457	0.61065	1	0
9	1.236719	1.299133	2.241684	-0.498666	1	0
10	-1.354879	-0.073643	5.972857	-0.246048	1	0
11	-0.613149	0.44591		2.911403	-0.290678	1	0
12	-0.817649	0.046348	7.060067	-0.854021	1	0
13	-0.634403	-0.553751	3.422858	-0.97368	1	0
14	-1.182328	-0.336246	0.18982		0.305161	1	0
15	-1.03712	-0.526399	2.871326	-0.199154	1	0
16	-0.172674	-2.44835	3.912516	-0.871164	1	0
17	0.160018	0.306906	1.644373	0.697807	1	0
18	0.616463	0.401073	-1.658071	-0.231751	1	0
19	1.004744	0.955559	1.638321	2.573535	1	0
20	-0.405861	-0.553966	1.581913	1.50355	1	0
21	0.486193	2.284433	1.278648	1.350755	1	0
22	0.048323	-1.911489	0.660907	-0.381201	1	0
23	0.409904	-1.36114	4.396706	-0.106395	1	0
24	0.020878	0.52345		0.245857	-0.72304	1	0
25	1.272828	0.469648	3.125752	-0.117375	1	0
26	0.182589	0.363762	3.806145	-0.605093	1	0
27	-0.861676	-0.041933	2.366135	1.689766	1	0
28	-1.291865	1.265337	3.437799	0.518407	1	0
29	0.511143	-0.35913	2.68132		-1.746624	1	0
30	-0.848899	0.552025	0.864648	0.697148	1	0
31	-0.787541	-0.964743	3.978502	0.953225	1	0
32	0.318984	-1.159352	4.190644	0.35972	1	0
33	0.254844	0.263917	5.725077	-0.514528	1	0
34	-0.85181	-0.334007	2.135691	-0.811383	1	0
35	1.717277	0.679999	3.701068	0.737695	1	0
36	0.579024	1.105821	0.625168	-0.004762	1	0
37	0.62014		1.492118	4.072051	-1.336128	1	0
38	-0.569302	-1.594139	2.221846	-0.405103	1	0
39	0.80023		2.389361	6.285126	1.159388	1	0
40	0.276333	-0.395194	2.878279	-0.318199	1	0
41	-0.214257	0.166285	3.285447	-0.06396	1	0
