0 -0.997497 0.127171 -1
1 -0.613392 0.617481 -1
2 0.170019 -0.0402539 1
3 -0.299417 0.791925 -1
4 0.64568 0.49321 1
5 -0.651784 0.717887 -1
6 0.421003 0.0270699 1
7 -0.39201 -0.970031 1
8 -0.817194 -0.271096 -1
9 -0.705374 -0.668203 1
10 0.97705 -0.108615 1
11 -0.761834 -0.990661 1
12 -0.982177 -0.24424 -1
13 0.0633259 0.142369 1
14 0.203528 0.214331 1
15 -0.667531 0.32609 -1
16 -0.0984222 -0.295755 1
17 -0.885922 0.215369 -1
18 0.566637 0.605213 1
19 0.0397656 -0.3961 1
20 0.751946 0.453352 1
21 0.911802 0.851436 1
22 0.0787072 -0.715323 1
23 -0.0758385 -0.529344 1
24 0.724479 -0.580798 1
25 0.559313 0.687307 1
26 0.993591 0.99939 1
27 0.222999 -0.215125 1
28 -0.467574 -0.405438 1
29 0.680288 -0.952513 1
30 -0.248268 -0.814753 1
31 0.354411 -0.88757 1
32 -0.982421 0.83758 -1
33 -0.448225 -0.454207 1
34 0.175817 0.382366 1
35 0.675222 0.452986 1
36 -0.0301218 -0.589282 1
37 0.487472 -0.0630818 1
38 -0.0840785 0.898312 -1
39 0.488876 -0.783441 1
40 0.198096 -0.22953 1
41 0.470016 0.217933 1
42 0.14481 -0.277322 1
43 -0.69689 -0.549791 1
44 -0.149693 0.605762 -1
45 0.0342112 0.97998 -1
46 0.503098 -0.308878 1
47 -0.662038 0.314615 -1
48 -0.0162053 -0.872921 1
49 0.399518 0.00961333 1
50 -0.705008 0.899167 -1
51 -0.716849 0.810236 -1
52 0.385784 -0.393902 1
53 -0.146886 -0.859249 1
54 0.933226 0.366375 1
55 -0.693533 0.754509 -1
56 0.643361 0.164098 1
57 -0.617298 -0.644215 1
58 0.634388 -0.0494705 1
59 -0.688894 0.00784326 -1
60 0.464034 -0.188818 1
61 -0.44084 0.137486 -1
62 0.364483 0.511704 1
63 0.443831 -0.0494095 1
64 -0.75396 -0.264382 -1
65 0.669362 -0.929807 1
66 0.0340281 0.325968 1
67 -0.147557 -0.790643 1
68 0.898679 0.842769 1
69 0.0990936 -0.308023 1
70 -0.0565508 -0.250038 1
71 0.69396 -0.366253 1
72 -0.0878018 -0.456221 1
73 0.965941 -0.404401 1
74 0.478378 0.134556 1
75 -0.60802 0.522629 -1
76 0.678884 -0.204688 1
77 0.00180059 0.780328 -1
78 -0.945067 0.989257 -1
79 0.145177 -0.898984 1
80 0.0626545 -0.611866 1
81 0.686087 0.253517 1
82 0.315226 -0.604297 1
83 0.684317 -0.753349 1
84 -0.780145 0.486251 -1
85 -0.371868 0.882138 -1
86 -0.427839 -0.327372 1
87 -0.719474 0.46617 -1
88 0.66924 0.415998 1
89 0.200476 0.49443 1
90 -0.494552 -0.711051 1
91 -0.996765 -0.877987 1
92 0.612476 0.705252 1
93 -0.578845 -0.768792 1
94 0.106418 -0.971496 1
95 -0.772454 -0.0909757 -1
96 0.50444 0.372295 1
97 0.0868862 -0.852229 1
98 -0.12656 -0.596118 1
99 0.392438 -0.419294 1
100 -0.126621 -0.535142 1
101 0.155736 0.065157 1
102 0.257363 -0.679617 1
103 0.00827052 0.926084 -1
104 0.391522 0.849605 1
105 -0.620106 -0.328104 1
106 -0.6433 0.990356 -1
107 -0.0851161 0.996033 -1
108 -0.804987 0.250343 -1
109 -0.811213 -0.124546 -1
110 0.863033 -0.903134 1
111 0.789239 -0.419965 1
112 -0.545396 0.538133 -1
113 -0.178564 -0.596057 1
114 0.256142 0.208289 1
115 -0.0967742 -0.0672933 1
116 0.195654 0.269448 1
117 0.709586 0.657582 1
118 0.24955 0.441816 1
119 0.131504 -0.249733 1
120 -0.631458 0.475814 -1
121 0.110263 0.810175 -1
122 -0.514267 -0.62212 1
123 0.209449 0.397015 1
124 0.169225 -0.297403 1
125 -0.0110782 -0.839228 1
126 0.481491 0.224097 1
127 0.240761 0.382244 1
128 0.609058 -0.701773 1
129 0.152074 0.735466 -1
130 0.823115 0.229408 1
